0.047298	0.033275	0.028951	0.027480	0.026535	0.027784	0.031397	0.038014	
0.069737	0.046316	0.034570	0.030824	0.029725	0.028932	0.032034	0.039708	
0.115080	0.070156	0.047981	0.038114	0.035411	0.036203	0.036016	0.044496	
0.203994	0.117460	0.072494	0.052596	0.045085	0.044690	0.046833	0.047994	
0.384899	0.211622	0.121331	0.079582	0.062696	0.058414	0.062091	0.067416	
0.745546	0.401306	0.219527	0.134674	0.097049	0.089617	0.089460	0.098405	
